pair_type,true_kw,pred_kw,prob_true_kw
genuine,7,7,0.7049445509910583
genuine,6,6,0.7576900124549866
genuine,8,10,0.2752572000026703
genuine,7,7,0.785516083240509
genuine,4,10,0.43632805347442627
genuine,8,10,0.3400106728076935
genuine,1,1,0.716139554977417
genuine,7,7,0.6655742526054382
genuine,5,10,0.2834239602088928
genuine,7,7,0.7562153935432434
genuine,8,8,0.5463274717330933
genuine,2,10,0.3775886297225952
genuine,9,10,0.23653264343738556
genuine,5,10,0.2125534564256668
genuine,3,3,0.6424697041511536
genuine,2,2,0.5467762351036072
genuine,6,10,0.1331651657819748
genuine,1,10,0.34120139479637146
genuine,6,10,0.43165695667266846
genuine,1,10,0.4159744679927826
genuine,2,10,0.07195866107940674
genuine,1,10,0.1081639900803566
genuine,0,10,0.16363678872585297
genuine,7,10,0.4932434856891632
genuine,6,10,0.12300854176282883
genuine,6,10,0.21519412100315094
genuine,8,10,0.14659196138381958
genuine,9,10,0.07819246500730515
genuine,5,10,0.22298704087734222
genuine,4,10,0.3081727623939514
genuine,2,10,0.32463037967681885
genuine,1,10,0.4316955804824829
genuine,6,6,0.5009300112724304
genuine,0,10,0.3605484962463379
genuine,6,10,0.42630791664123535
genuine,5,10,0.12807375192642212
genuine,7,10,0.3026418387889862
genuine,8,10,0.34697413444519043
genuine,8,8,0.5175999402999878
genuine,4,10,0.2013184130191803
genuine,7,10,0.22656740248203278
genuine,5,10,0.18760593235492706
genuine,6,10,0.24129889905452728
genuine,0,10,0.4773273169994354
genuine,8,10,0.17552687227725983
genuine,6,10,0.17893162369728088
genuine,3,10,0.30408230423927307
genuine,2,2,0.5331620573997498
genuine,8,10,0.17323367297649384
genuine,8,10,0.166033074259758
genuine,5,10,0.29875531792640686
genuine,2,10,0.18606826663017273
genuine,5,10,0.30719470977783203
genuine,9,10,0.31322044134140015
genuine,1,10,0.13131368160247803
genuine,5,10,0.16376477479934692
genuine,5,10,0.26174652576446533
genuine,2,10,0.21398769319057465
genuine,2,10,0.08571086823940277
genuine,7,10,0.08368242532014847
genuine,3,10,0.15518878400325775
genuine,9,10,0.37060070037841797
genuine,1,10,0.34482771158218384
genuine,0,10,0.06107611209154129
genuine,2,10,0.24410103261470795
genuine,1,10,0.06894303858280182
genuine,4,10,0.17539794743061066
genuine,9,10,0.37060070037841797
genuine,8,10,0.265951544046402
genuine,3,10,0.1585037261247635
genuine,2,10,0.27199676632881165
genuine,1,10,0.3712397515773773
genuine,2,10,0.3296719193458557
genuine,2,10,0.23742128908634186
genuine,5,10,0.29655882716178894
genuine,4,10,0.4009215235710144
genuine,7,10,0.3872705399990082
genuine,8,10,0.31544846296310425
genuine,4,10,0.2753690481185913
genuine,9,10,0.46105146408081055
genuine,5,10,0.15694840252399445
genuine,3,10,0.4448152482509613
genuine,0,10,0.2718571126461029
genuine,3,10,0.2963564395904541
genuine,4,10,0.21818391978740692
genuine,1,10,0.31137615442276
genuine,6,10,0.36575978994369507
genuine,1,10,0.23813292384147644
genuine,9,10,0.3427010774612427
genuine,0,10,0.19226987659931183
genuine,2,10,0.4211407005786896
genuine,9,10,0.13149414956569672
genuine,5,10,0.23778028786182404
genuine,0,10,0.13671168684959412
genuine,3,10,0.23214390873908997
genuine,9,10,0.3693518042564392
genuine,4,10,0.057140011340379715
genuine,9,10,0.11254479736089706
genuine,8,10,0.44629189372062683
genuine,1,1,0.5809677839279175
genuine,6,10,0.13606594502925873
genuine,0,10,0.3560981750488281
genuine,0,10,0.3216458261013031
genuine,5,10,0.16189828515052795
genuine,4,10,0.1997438222169876
genuine,8,10,0.2837935984134674
genuine,2,2,0.6152138113975525
genuine,1,10,0.39946070313453674
genuine,2,10,0.42449304461479187
genuine,3,10,0.45905011892318726
genuine,7,10,0.14242161810398102
genuine,2,10,0.4877086579799652
genuine,6,10,0.21141792833805084
genuine,9,10,0.15444952249526978
genuine,1,10,0.2521071434020996
genuine,7,10,0.16253620386123657
genuine,3,10,0.20494650304317474
genuine,6,10,0.207880437374115
genuine,7,10,0.186440572142601
genuine,3,10,0.07374803721904755
genuine,5,10,0.2816941440105438
genuine,4,10,0.35873034596443176
genuine,8,10,0.38410863280296326
genuine,7,10,0.21884393692016602
genuine,2,10,0.15142233669757843
genuine,1,10,0.22717560827732086
genuine,6,10,0.34589138627052307
genuine,9,10,0.33288294076919556
genuine,9,10,0.34420642256736755
genuine,0,10,0.20493924617767334
genuine,7,10,0.11393656581640244
genuine,5,10,0.11412084102630615
genuine,7,10,0.05760820582509041
genuine,1,10,0.1517186015844345
genuine,0,10,0.23874454200267792
genuine,4,10,0.13152681291103363
genuine,8,10,0.17276731133460999
genuine,7,10,0.05919469892978668
genuine,0,10,0.43713441491127014
genuine,9,10,0.16965661942958832
genuine,1,10,0.305530309677124
genuine,7,10,0.14666220545768738
genuine,5,10,0.09151160717010498
genuine,2,10,0.21280287206172943
genuine,8,10,0.1745932549238205
genuine,6,10,0.1049790009856224
genuine,6,10,0.15681761503219604
genuine,6,10,0.35922715067863464
genuine,9,10,0.19982720911502838
genuine,4,10,0.25951898097991943
genuine,0,10,0.3394623398780823
genuine,7,10,0.1596236526966095
genuine,2,10,0.43863511085510254
genuine,3,10,0.3016583025455475
genuine,5,10,0.31039735674858093
genuine,3,10,0.29712963104248047
genuine,8,10,0.34232616424560547
genuine,6,6,0.7480334043502808
genuine,9,10,0.15795640647411346
genuine,4,10,0.11357446759939194
genuine,1,10,0.3128608167171478
genuine,4,10,0.15203116834163666
genuine,8,10,0.15788409113883972
genuine,5,10,0.21527685225009918
genuine,8,10,0.18355731666088104
genuine,3,10,0.4116741418838501
genuine,3,10,0.2867996096611023
genuine,9,10,0.29912886023521423
genuine,3,10,0.14456777274608612
genuine,8,10,0.14757753908634186
genuine,1,10,0.06112131103873253
genuine,5,10,0.2784534990787506
genuine,6,10,0.20022396743297577
genuine,5,10,0.2305087447166443
genuine,9,10,0.22471211850643158
genuine,9,10,0.24148644506931305
genuine,9,10,0.2492566555738449
genuine,0,10,0.3037802577018738
genuine,3,10,0.31300294399261475
genuine,7,10,0.20263904333114624
genuine,6,10,0.20936831831932068
genuine,4,10,0.09314145147800446
genuine,9,10,0.07540719211101532
genuine,7,10,0.22498901188373566
genuine,8,10,0.4062105119228363
genuine,3,10,0.11249107867479324
genuine,7,10,0.29571637511253357
genuine,7,10,0.3884977698326111
genuine,0,10,0.12668301165103912
genuine,5,10,0.08400958776473999
genuine,3,10,0.28287914395332336
genuine,4,10,0.48803725838661194
genuine,6,10,0.4019782841205597
genuine,9,10,0.14312872290611267
genuine,5,10,0.4833333194255829
genuine,5,10,0.253633052110672
genuine,2,10,0.29568466544151306
genuine,0,10,0.4320836067199707
genuine,2,10,0.17034649848937988
genuine,3,10,0.36560308933258057
genuine,0,10,0.17977096140384674
genuine,4,10,0.05508695915341377
genuine,6,10,0.18802769482135773
genuine,7,10,0.07359666377305984
genuine,4,10,0.15962237119674683
genuine,9,10,0.3985770642757416
genuine,5,10,0.44944265484809875
genuine,9,10,0.0485651008784771
genuine,1,10,0.1529553234577179
genuine,2,10,0.029410110786557198
genuine,9,10,0.37362149357795715
genuine,1,10,0.43568772077560425
genuine,1,10,0.38245102763175964
genuine,7,10,0.20194555819034576
genuine,4,10,0.15503183007240295
genuine,1,10,0.296951562166214
genuine,7,10,0.2522553503513336
genuine,8,10,0.14195719361305237
genuine,6,10,0.2191384732723236
genuine,3,10,0.18928004801273346
imposter,3,10,0.06326771527528763
imposter,0,10,0.2844313383102417
imposter,6,10,0.2783534526824951
imposter,1,10,0.13855578005313873
imposter,0,10,0.10036711394786835
imposter,9,10,0.26774415373802185
imposter,3,10,0.12273803353309631
imposter,5,10,0.2848559319972992
imposter,6,10,0.13859161734580994
imposter,4,10,0.06921323388814926
imposter,7,10,0.04978993162512779
imposter,5,10,0.07140778005123138
imposter,6,10,0.0576971210539341
imposter,4,10,0.09793001413345337
imposter,9,10,0.045700520277023315
imposter,5,10,0.09571589529514313
imposter,0,10,0.11551783233880997
imposter,2,10,0.019191956147551537
imposter,3,10,0.06598183512687683
imposter,1,10,0.04160434007644653
imposter,2,2,0.5302696228027344
imposter,0,10,0.43813586235046387
imposter,5,10,0.2970424294471741
imposter,9,10,0.2587724030017853
imposter,7,10,0.2659773528575897
imposter,6,10,0.10492394119501114
imposter,5,10,0.20912331342697144
imposter,2,10,0.11144228279590607
imposter,4,10,0.04496119171380997
imposter,4,10,0.06830025464296341
imposter,0,10,0.30738571286201477
imposter,9,10,0.11409460008144379
imposter,7,10,0.2297048419713974
imposter,2,10,0.17612333595752716
imposter,4,10,0.11096633225679398
imposter,1,10,0.3707996904850006
imposter,2,10,0.10101030766963959
imposter,0,10,0.3725297152996063
imposter,5,10,0.2536400556564331
imposter,6,10,0.1410691887140274
imposter,3,10,0.029515324160456657
imposter,8,10,0.07168576866388321
imposter,8,10,0.16498659551143646
imposter,2,10,0.24257822334766388
imposter,4,10,0.10266093164682388
imposter,8,10,0.17943361401557922
imposter,9,10,0.158833310008049
imposter,4,10,0.2448718249797821
imposter,0,10,0.10839901864528656
imposter,3,10,0.0628768801689148
imposter,9,10,0.1378125697374344
imposter,4,10,0.13263145089149475
imposter,6,10,0.23108509182929993
imposter,2,10,0.12281661480665207
imposter,3,10,0.08535760641098022
imposter,6,10,0.12661489844322205
imposter,2,10,0.05827648565173149
imposter,1,10,0.0670848861336708
imposter,5,10,0.11729332059621811
imposter,2,10,0.09303094446659088
imposter,7,10,0.10289468616247177
imposter,6,10,0.16642875969409943
imposter,8,10,0.058587074279785156
imposter,7,10,0.25680574774742126
imposter,4,10,0.04731610417366028
imposter,8,10,0.032194722443819046
imposter,1,10,0.06974312663078308
imposter,7,10,0.2628859579563141
imposter,5,10,0.003090201411396265
imposter,7,10,0.17592379450798035
imposter,8,10,0.3092826306819916
imposter,2,10,0.31420087814331055
imposter,9,10,0.19351911544799805
imposter,5,10,0.0988219827413559
imposter,3,10,0.2948845624923706
imposter,2,10,0.4482274651527405
imposter,6,10,0.031198788434267044
imposter,1,10,0.2257327288389206
imposter,6,10,0.23983334004878998
imposter,1,10,0.2834281325340271
imposter,2,10,0.01720019429922104
imposter,1,10,0.10442133247852325
imposter,0,10,0.08466062694787979
imposter,7,10,0.3424554169178009
imposter,6,10,0.07733950018882751
imposter,6,10,0.10436511039733887
imposter,8,10,0.09053387492895126
imposter,9,10,0.046722378581762314
imposter,5,10,0.09042724221944809
imposter,4,10,0.21799340844154358
imposter,2,10,0.23768925666809082
imposter,1,10,0.2273591011762619
imposter,6,10,0.063219353556633
imposter,0,10,0.17215608060359955
imposter,6,10,0.016986580565571785
imposter,5,10,0.02742566354572773
imposter,7,10,0.15061050653457642
imposter,8,10,0.12496468424797058
imposter,8,10,0.2296101152896881
imposter,4,10,0.13983149826526642
imposter,7,10,0.25788724422454834
imposter,5,10,0.11638015508651733
imposter,6,10,0.16984115540981293
imposter,0,10,0.2995026111602783
imposter,8,10,0.12613315880298615
imposter,6,10,0.09944140166044235
imposter,3,10,0.17348435521125793
imposter,2,10,0.3481150269508362
imposter,8,10,0.1556205451488495
imposter,8,10,0.1933111995458603
imposter,5,10,0.18437649309635162
imposter,2,10,0.12118038535118103
imposter,5,10,0.19344046711921692
imposter,9,10,0.26254573464393616
imposter,1,10,0.1697283238172531
imposter,5,10,0.11473613232374191
imposter,5,10,0.14571285247802734
imposter,2,10,0.18729883432388306
imposter,2,10,0.1496066451072693
imposter,7,10,0.06017870455980301
imposter,3,10,0.13387607038021088
imposter,9,10,0.40975421667099
imposter,1,10,0.30384165048599243
imposter,0,10,0.041322965174913406
imposter,2,10,0.1721273809671402
imposter,1,10,0.04594289883971214
imposter,4,10,0.14977729320526123
imposter,9,10,0.30411672592163086
imposter,8,10,0.24181608855724335
imposter,3,10,0.07003642618656158
imposter,2,10,0.06984429061412811
imposter,1,10,0.09331948310136795
imposter,2,10,0.06303587555885315
imposter,2,10,0.04613395780324936
imposter,5,10,0.08921985328197479
imposter,4,10,0.12907421588897705
imposter,7,10,0.22557207942008972
imposter,8,10,0.16628135740756989
imposter,4,10,0.22364988923072815
imposter,9,10,0.16045832633972168
imposter,5,10,0.10801298171281815
imposter,3,10,0.16860003769397736
imposter,0,10,0.09455185383558273
imposter,3,10,0.22737239301204681
imposter,4,10,0.04362252354621887
imposter,1,10,0.20840053260326385
imposter,6,10,0.2725064754486084
imposter,1,10,0.05967124179005623
imposter,9,10,0.30150336027145386
imposter,0,10,0.12009427696466446
imposter,2,10,0.38348209857940674
imposter,9,10,0.07132067531347275
imposter,5,10,0.14875110983848572
imposter,0,10,0.04520726948976517
imposter,3,10,0.05404546111822128
imposter,9,10,0.2734401226043701
imposter,4,10,0.02581741288304329
imposter,9,10,0.14835317432880402
imposter,8,10,0.1374417543411255
imposter,1,10,0.37444227933883667
imposter,6,10,0.018730584532022476
imposter,0,10,0.08800113946199417
imposter,0,10,0.18007805943489075
imposter,5,10,0.1506866067647934
imposter,4,10,0.0248691588640213
imposter,8,10,0.07621800154447556
imposter,2,10,0.2302253693342209
imposter,1,10,0.20827829837799072
imposter,2,10,0.3575402796268463
imposter,3,10,0.1939278542995453
imposter,7,10,0.12216144055128098
imposter,2,10,0.4050280749797821
imposter,6,10,0.1965118646621704
imposter,9,10,0.12718482315540314
imposter,1,10,0.14462654292583466
imposter,7,10,0.09852061420679092
imposter,3,10,0.10021939128637314
imposter,6,10,0.26451608538627625
imposter,7,10,0.09914903342723846
imposter,3,10,0.08265292644500732
imposter,5,10,0.16802912950515747
imposter,4,10,0.08382487297058105
imposter,8,10,0.06441134959459305
imposter,7,10,0.10341087728738785
imposter,2,10,0.17397238314151764
imposter,1,10,0.08044181019067764
imposter,6,10,0.29497575759887695
imposter,9,10,0.13576175272464752
imposter,9,10,0.21954168379306793
imposter,0,10,0.0942663699388504
imposter,7,10,0.0764072984457016
imposter,5,10,0.11480683088302612
imposter,7,10,0.047669295221567154
imposter,1,10,0.2223171442747116
imposter,0,10,0.15617960691452026
imposter,4,10,0.11430877447128296
imposter,8,10,0.16850794851779938
imposter,7,10,0.02124370075762272
imposter,0,10,0.4464908242225647
imposter,9,10,0.12533718347549438
imposter,1,10,0.18013973534107208
imposter,7,10,0.04964466392993927
imposter,5,10,0.06311916559934616
imposter,2,10,0.21909981966018677
imposter,8,10,0.25722378492355347
imposter,6,10,0.11359633505344391
imposter,6,10,0.17506815493106842
imposter,6,10,0.1357659250497818
imposter,9,10,0.19159577786922455
imposter,4,10,0.16635778546333313
imposter,0,10,0.16142353415489197
imposter,7,10,0.04327736794948578
imposter,2,10,0.2756430208683014
imposter,3,10,0.27070775628089905
imposter,5,10,0.2014921009540558
imposter,3,10,0.10212408006191254
imposter,8,10,0.07557274401187897
imposter,6,10,0.35411038994789124
imposter,9,10,0.09845598042011261
imposter,4,10,0.09391496330499649
imposter,1,10,0.09269984066486359
imposter,4,10,0.016077345237135887
imposter,8,10,0.0990934744477272
imposter,5,10,0.07171089202165604
imposter,8,10,0.05510762333869934
imposter,3,10,0.13450466096401215
imposter,3,10,0.032409343868494034
imposter,9,10,0.24160730838775635
imposter,3,10,0.041253913193941116
imposter,8,10,0.04630764573812485
imposter,1,10,0.06270206719636917
imposter,5,10,0.2330145388841629
imposter,6,10,0.13916127383708954
imposter,5,10,0.20918311178684235
imposter,9,10,0.18306145071983337
imposter,9,10,0.2059313803911209
imposter,9,10,0.30657288432121277
imposter,0,10,0.1520194560289383
imposter,3,10,0.19534605741500854
imposter,7,10,0.09139346331357956
imposter,6,10,0.11379143595695496
imposter,4,10,0.09809953719377518
imposter,9,10,0.037706442177295685
imposter,7,10,0.18151353299617767
imposter,8,10,0.3391716182231903
imposter,3,10,0.10547703504562378
imposter,7,10,0.2371087223291397
imposter,7,10,0.37347161769866943
imposter,0,10,0.12553925812244415
imposter,5,10,0.08232828229665756
imposter,3,10,0.10866637527942657
imposter,4,10,0.189127579331398
imposter,6,10,0.19252042472362518
imposter,9,10,0.13254980742931366
imposter,5,10,0.2641332745552063
imposter,5,10,0.1489589959383011
imposter,2,10,0.11906776577234268
imposter,0,10,0.3199298083782196
imposter,2,10,0.13285990059375763
imposter,3,10,0.21930594742298126
imposter,0,10,0.11361353099346161
imposter,4,10,0.024478666484355927
imposter,6,10,0.18347522616386414
imposter,7,10,0.04519220069050789
imposter,4,10,0.04928797483444214
imposter,9,10,0.26853352785110474
imposter,5,10,0.22825618088245392
imposter,9,10,0.04216250032186508
imposter,1,10,0.1043195128440857
imposter,2,10,0.023443417623639107
imposter,9,10,0.26486098766326904
imposter,1,10,0.2264803797006607
imposter,1,10,0.16869059205055237
imposter,7,10,0.138991579413414
imposter,4,10,0.15154166519641876
imposter,1,10,0.13207273185253143
imposter,7,10,0.16641193628311157
imposter,8,10,0.1275254786014557
imposter,6,10,0.16075649857521057
imposter,3,10,0.17456047236919403
