pair_type,true_kw,pred_kw,prob_true_kw
genuine,2,10,0.14264631271362305
genuine,0,0,0.8907219171524048
genuine,2,2,0.927415132522583
genuine,3,3,0.7813314199447632
genuine,0,0,0.9885494112968445
genuine,4,10,0.14652930200099945
genuine,6,6,0.8808500170707703
genuine,7,7,0.8853506445884705
genuine,4,4,0.8022162318229675
genuine,9,9,0.991105854511261
genuine,5,5,0.8548681139945984
genuine,9,9,0.7761444449424744
genuine,1,1,0.9834402799606323
genuine,2,10,0.3447451591491699
genuine,9,9,0.8170285820960999
genuine,1,1,0.862119197845459
genuine,1,1,0.8059059977531433
genuine,7,7,0.9634863138198853
genuine,4,10,0.47169914841651917
genuine,1,10,0.4557541310787201
genuine,7,7,0.9323960542678833
genuine,8,8,0.8950856924057007
genuine,6,6,0.904634416103363
genuine,3,3,0.8931200504302979
imposter,3,10,0.22329381108283997
imposter,0,0,0.7592630982398987
imposter,6,6,0.7320165634155273
imposter,1,1,0.7967844605445862
imposter,0,0,0.7479550838470459
imposter,9,9,0.5960060954093933
imposter,3,3,0.8982802629470825
imposter,5,10,0.3767741918563843
imposter,6,6,0.9463468790054321
imposter,4,10,0.2098492980003357
imposter,7,10,0.004428917076438665
imposter,5,10,0.002716497518122196
imposter,6,10,0.0027704029344022274
imposter,4,10,0.07002808153629303
imposter,9,10,0.00024946790654212236
imposter,5,10,0.11304645985364914
imposter,0,10,0.06666257232427597
imposter,2,10,0.04767673835158348
imposter,3,10,0.014790127985179424
imposter,1,10,0.04212147369980812
imposter,2,2,0.9295641183853149
imposter,0,0,0.884368896484375
imposter,5,5,0.7539376616477966
imposter,9,9,0.9843028783798218
imposter,7,7,0.9763127565383911
imposter,6,6,0.5787946581840515
imposter,5,5,0.6061859130859375
imposter,2,2,0.7687133550643921
imposter,4,10,0.04200819134712219
imposter,4,10,0.01724270172417164
imposter,0,0,0.813604474067688
imposter,9,10,0.2453940063714981
imposter,7,7,0.7083338499069214
imposter,2,10,0.3439461886882782
imposter,4,10,0.18256229162216187
imposter,1,1,0.536327600479126
imposter,2,10,0.24155022203922272
imposter,0,0,0.9598766565322876
imposter,5,10,0.33462727069854736
imposter,6,10,0.26405906677246094
imposter,3,10,0.0011433240724727511
imposter,8,8,0.9568896889686584
imposter,8,8,0.7365773916244507
imposter,2,2,0.9491667151451111
imposter,4,10,0.04244174435734749
imposter,8,10,0.19367682933807373
imposter,9,9,0.5889155268669128
imposter,4,4,0.9247788786888123
imposter,0,10,0.09544353932142258
imposter,3,10,0.18561163544654846
imposter,9,10,0.23361733555793762
imposter,4,10,0.13832612335681915
imposter,6,10,0.16253706812858582
imposter,2,2,0.590162456035614
imposter,3,10,0.10386307537555695
imposter,6,10,0.1991877406835556
imposter,2,10,0.41187018156051636
imposter,1,10,0.30123189091682434
imposter,5,10,0.4251140356063843
imposter,2,10,0.15577423572540283
imposter,7,10,0.07499244809150696
imposter,6,10,0.018889904022216797
imposter,8,10,0.0121610751375556
imposter,7,7,0.531364381313324
imposter,4,10,0.055323630571365356
imposter,8,10,0.0017128277104347944
imposter,1,10,0.004705720581114292
imposter,7,7,0.6274314522743225
imposter,5,10,0.016048375517129898
imposter,7,10,0.05762673541903496
imposter,8,10,0.16463600099086761
imposter,2,2,0.7345513701438904
imposter,9,10,0.09135565906763077
imposter,5,10,0.43518587946891785
imposter,3,3,0.8735319972038269
imposter,2,2,0.9556821584701538
imposter,6,10,0.056086767464876175
imposter,1,10,0.2262798696756363
imposter,6,6,0.9092976450920105
imposter,1,1,0.6897470951080322
imposter,2,10,0.31921181082725525
imposter,1,10,0.01214311458170414
imposter,0,0,0.6600731611251831
imposter,7,7,0.8384221196174622
imposter,6,6,0.9325113296508789
imposter,6,6,0.9099239706993103
imposter,8,8,0.5348338484764099
imposter,9,10,0.41229310631752014
imposter,5,5,0.6169955730438232
imposter,4,10,0.1324751377105713
imposter,2,2,0.9781257510185242
imposter,1,10,0.11031036078929901
imposter,6,10,0.27825504541397095
imposter,0,0,0.5366085767745972
imposter,6,10,0.0018244838574901223
imposter,5,10,0.011262810789048672
imposter,7,10,0.3133445680141449
imposter,8,10,0.08773531019687653
imposter,8,10,0.09956518560647964
imposter,4,4,0.5487237572669983
imposter,7,7,0.9656728506088257
imposter,5,10,0.3120296001434326
imposter,6,6,0.5197758674621582
imposter,0,0,0.7050353288650513
imposter,8,10,0.4887878894805908
imposter,6,6,0.9315268397331238
imposter,3,10,0.119623564183712
imposter,2,2,0.7928390502929688
imposter,8,8,0.9039396643638611
imposter,8,8,0.7150753736495972
imposter,5,5,0.9181848168373108
imposter,2,10,0.043192170560359955
imposter,5,10,0.3137560486793518
imposter,9,9,0.8768598437309265
imposter,1,1,0.5735321640968323
imposter,5,5,0.5466183423995972
imposter,5,5,0.859707236289978
imposter,2,2,0.6496227383613586
imposter,2,10,0.012264899909496307
imposter,7,10,0.11059664934873581
imposter,3,10,0.1822960525751114
imposter,9,9,0.6274619102478027
imposter,1,1,0.6650347709655762
imposter,0,0,0.7082950472831726
imposter,2,2,0.9661971926689148
imposter,1,1,0.5136038661003113
imposter,4,10,0.12638694047927856
imposter,9,9,0.6112112402915955
imposter,8,10,0.3622819781303406
imposter,3,3,0.5908136367797852
imposter,2,10,0.0129657331854105
imposter,1,10,0.048360176384449005
imposter,2,10,0.0007122594979591668
imposter,2,10,0.00016420430620200932
imposter,5,10,0.00048790304572321475
imposter,4,4,0.8784990310668945
imposter,7,10,0.3336048424243927
imposter,8,10,0.02614922821521759
imposter,4,10,0.014745955355465412
imposter,9,10,0.09141489863395691
imposter,5,5,0.6287571787834167
imposter,3,3,0.5712157487869263
imposter,0,0,0.6434309482574463
imposter,3,3,0.9122487306594849
imposter,4,10,0.012368989177048206
imposter,1,1,0.8293396234512329
imposter,6,6,0.8827492594718933
imposter,1,10,0.11587101221084595
imposter,9,10,0.14748747646808624
imposter,0,0,0.8553770780563354
imposter,2,2,0.749341607093811
imposter,9,9,0.5496688485145569
imposter,5,10,0.48192641139030457
imposter,0,10,0.29484158754348755
imposter,3,10,0.04740215837955475
imposter,9,9,0.633427083492279
imposter,4,10,0.1831025332212448
imposter,9,10,0.034908223897218704
imposter,8,10,0.00846718531101942
imposter,1,1,0.9825495481491089
imposter,6,10,0.08081965893507004
imposter,0,10,0.13751953840255737
imposter,0,10,0.4827802777290344
imposter,5,10,0.44335001707077026
imposter,4,10,0.04285518079996109
imposter,8,10,0.24709245562553406
imposter,2,2,0.7231391668319702
imposter,1,1,0.9067120552062988
imposter,2,2,0.8789726495742798
imposter,3,10,0.460672527551651
imposter,7,7,0.8026370406150818
imposter,2,2,0.9105430245399475
imposter,6,10,0.004633510950952768
imposter,9,9,0.4861147403717041
imposter,1,1,0.6035264134407043
imposter,7,10,0.07959981262683868
imposter,3,3,0.7874017953872681
imposter,6,10,0.3700046241283417
imposter,7,7,0.8762761950492859
imposter,3,10,0.12262631952762604
imposter,5,10,0.46971040964126587
imposter,4,10,0.3173617720603943
imposter,8,10,0.0076870848424732685
imposter,7,7,0.8436107635498047
imposter,2,10,0.22600840032100677
imposter,1,1,0.80284583568573
imposter,6,6,0.8581292629241943
imposter,9,9,0.8839454650878906
imposter,9,9,0.8307552933692932
imposter,0,0,0.5188722014427185
imposter,7,7,0.6910470128059387
imposter,5,5,0.9292834401130676
imposter,7,10,0.38221943378448486
imposter,1,1,0.7166047692298889
imposter,0,0,0.9502121806144714
imposter,4,4,0.99250328540802
imposter,8,8,0.8862577080726624
imposter,7,10,0.0008254050626419485
imposter,0,0,0.9783751368522644
imposter,9,9,0.7092027068138123
imposter,1,1,0.8943834900856018
imposter,7,10,0.0016802335157990456
imposter,5,10,0.16863535344600677
imposter,2,10,0.11779418587684631
imposter,8,8,0.9350335001945496
imposter,6,6,0.6971129775047302
imposter,6,6,0.783158004283905
imposter,6,10,0.2217119187116623
imposter,9,9,0.7297725081443787
imposter,4,10,0.2044912874698639
imposter,0,0,0.5007305145263672
imposter,7,10,0.025413235649466515
imposter,2,10,0.43251997232437134
imposter,3,3,0.40279054641723633
imposter,5,5,0.9018110632896423
imposter,3,10,0.299064040184021
imposter,8,10,0.022899065166711807
imposter,6,6,0.8750274181365967
imposter,9,9,0.8734658360481262
imposter,4,10,0.32112666964530945
imposter,1,10,0.0336359441280365
imposter,4,10,0.17743244767189026
imposter,8,10,0.22616475820541382
imposter,5,10,0.0680309534072876
imposter,8,10,0.021190941333770752
imposter,3,3,0.8305754661560059
imposter,3,10,0.312621533870697
imposter,9,9,0.8313904404640198
imposter,3,10,0.29196861386299133
imposter,8,10,0.041285451501607895
imposter,1,10,0.4599676728248596
imposter,5,5,0.6929060220718384
imposter,6,10,0.3225470781326294
imposter,5,5,0.5965324640274048
imposter,9,9,0.7349241375923157
imposter,9,9,0.9220257997512817
imposter,9,9,0.6252639889717102
imposter,0,10,0.2609027624130249
imposter,3,10,0.12032671272754669
imposter,7,10,0.0018953073304146528
imposter,6,10,0.03871699795126915
imposter,4,4,0.5580278635025024
imposter,9,3,0.39635980129241943
imposter,7,7,0.8894867300987244
imposter,8,8,0.9155938625335693
imposter,3,10,0.0310645904392004
imposter,7,7,0.5361148118972778
imposter,7,7,0.9500141739845276
imposter,0,0,0.6663891673088074
imposter,5,10,0.1647299826145172
imposter,3,3,0.6254565715789795
imposter,4,10,0.004846023395657539
imposter,6,6,0.6866528987884521
imposter,9,1,0.32631582021713257
imposter,5,5,0.8628022074699402
imposter,5,5,0.8343061804771423
imposter,2,10,0.023980090394616127
imposter,0,0,0.6959376335144043
imposter,2,2,0.7417165040969849
imposter,3,3,0.6355937719345093
imposter,0,10,0.1894753873348236
imposter,4,10,0.022501245141029358
imposter,6,6,0.5896053910255432
imposter,7,10,0.09320421516895294
imposter,4,10,0.06965961307287216
imposter,9,9,0.8397589325904846
imposter,5,10,0.21578742563724518
imposter,9,10,0.06841211766004562
imposter,1,1,0.9216307997703552
imposter,2,10,0.23867644369602203
imposter,9,9,0.832444965839386
imposter,1,1,0.5082458853721619
imposter,1,10,0.24252741038799286
imposter,7,7,0.7460123300552368
imposter,4,10,0.41088950634002686
imposter,1,10,0.025908490642905235
imposter,7,7,0.6728718876838684
imposter,8,10,0.0841079130768776
imposter,6,6,0.6973592042922974
imposter,3,3,0.7584131956100464
