pair_type,true_kw,pred_kw,prob_true_kw
genuine,3,10,0.31826791167259216
genuine,9,10,0.3108508288860321
genuine,3,10,0.17929357290267944
genuine,8,10,0.21424764394760132
genuine,1,1,0.5893100500106812
genuine,5,5,0.8188604712486267
genuine,6,10,0.1484805792570114
genuine,5,5,0.7238106727600098
genuine,9,10,0.48313117027282715
genuine,9,10,0.30413496494293213
genuine,9,9,0.5569287538528442
genuine,0,0,0.8527441620826721
genuine,3,10,0.2822171151638031
genuine,7,10,0.07606934756040573
genuine,6,10,0.0020770812407135963
genuine,4,10,0.010553470812737942
genuine,9,10,0.2776540517807007
genuine,7,10,0.45519477128982544
genuine,8,8,0.6847638487815857
genuine,3,10,0.07384628057479858
genuine,7,10,0.2255578488111496
genuine,7,7,0.6522899270057678
genuine,0,10,0.27997463941574097
genuine,5,10,0.01003400981426239
genuine,3,10,0.014148686081171036
genuine,4,10,0.36183077096939087
genuine,6,6,0.7758846282958984
genuine,9,9,0.5280531048774719
genuine,5,10,0.26633381843566895
genuine,5,5,0.6781676411628723
genuine,2,10,0.2779400050640106
genuine,0,10,0.07160349190235138
genuine,2,2,0.6097849011421204
genuine,3,10,0.10103251039981842
genuine,0,10,0.4148603081703186
genuine,4,10,0.06061268970370293
genuine,6,10,0.4314984083175659
genuine,7,10,0.363266259431839
genuine,4,4,0.6774077415466309
genuine,9,9,0.9547533392906189
genuine,5,5,0.6000575423240662
genuine,9,9,0.6968571543693542
genuine,1,1,0.8386240005493164
genuine,2,10,0.03479776158928871
genuine,9,10,0.08953675627708435
genuine,1,1,0.7244047522544861
genuine,1,10,0.20290003716945648
genuine,7,10,0.2681366503238678
genuine,4,4,0.8547973036766052
genuine,1,10,0.1132345199584961
genuine,7,7,0.7729381918907166
genuine,8,8,0.5764083862304688
genuine,6,6,0.7530665397644043
genuine,3,10,0.0218917615711689
imposter,3,10,0.05149370804429054
imposter,0,0,0.8364178538322449
imposter,6,10,0.01807992346584797
imposter,1,1,0.9084675908088684
imposter,0,10,0.04741855338215828
imposter,9,9,0.7190912365913391
imposter,3,10,0.052681609988212585
imposter,5,10,0.0178853627294302
imposter,6,10,0.00656894501298666
imposter,4,10,0.005130336154252291
imposter,7,10,0.01357210986316204
imposter,5,10,0.00013779170694760978
imposter,6,10,0.006783218123018742
imposter,4,10,0.01368192583322525
imposter,9,10,0.0001996184728341177
imposter,5,10,0.011336571536958218
imposter,0,10,0.013507159426808357
imposter,2,10,0.03908862546086311
imposter,3,10,0.0001765378110576421
imposter,1,10,0.1492881327867508
imposter,2,10,0.2717897593975067
imposter,0,0,0.868488073348999
imposter,5,5,0.8006323575973511
imposter,9,9,0.8163238167762756
imposter,7,10,0.1991647183895111
imposter,6,10,0.13031040132045746
imposter,5,10,0.02080165408551693
imposter,2,10,0.06565694510936737
imposter,4,10,0.009361349046230316
imposter,4,10,0.07407424598932266
imposter,0,10,0.2525627315044403
imposter,9,9,0.5553317666053772
imposter,7,10,0.1358923465013504
imposter,2,10,0.013307291083037853
imposter,4,10,0.1690952479839325
imposter,1,10,0.24117130041122437
imposter,2,10,0.005231484770774841
imposter,0,0,0.7097895741462708
imposter,5,5,0.7856557369232178
imposter,6,10,0.016228975728154182
imposter,3,10,0.0029621003195643425
imposter,8,10,0.3512876629829407
imposter,8,10,0.3814728558063507
imposter,2,10,0.44753992557525635
imposter,4,10,0.05559168756008148
imposter,8,10,0.01816774345934391
imposter,9,10,0.04206795245409012
imposter,4,4,0.9689892530441284
imposter,0,10,0.00038725571357645094
imposter,3,10,0.0723208338022232
imposter,9,10,0.02764655463397503
imposter,4,10,0.0377739854156971
imposter,6,10,0.0017698528245091438
imposter,2,10,0.02437773533165455
imposter,3,10,0.002251982456073165
imposter,6,10,0.059201307594776154
imposter,2,2,0.6290255188941956
imposter,1,10,0.006730163469910622
imposter,5,10,0.018092036247253418
imposter,2,2,0.6118212938308716
imposter,7,10,0.00010436418233439326
imposter,6,10,0.08868484944105148
imposter,8,10,0.06181516498327255
imposter,7,10,0.001634766347706318
imposter,4,10,0.005562644451856613
imposter,8,10,0.0011042560217902064
imposter,1,10,3.82487996830605e-05
imposter,7,10,0.15174274146556854
imposter,5,10,5.487435919349082e-05
imposter,7,10,0.03485514968633652
imposter,8,8,0.5359264612197876
imposter,2,2,0.8396446704864502
imposter,9,10,0.17852525413036346
imposter,5,10,0.3767099976539612
imposter,3,3,0.5004204511642456
imposter,2,10,0.21862977743148804
imposter,6,10,0.32033705711364746
imposter,1,10,0.014141681604087353
imposter,6,10,0.17092475295066833
imposter,1,10,0.02320863865315914
imposter,2,10,0.0028302951250225306
imposter,1,10,0.0009935350390151143
imposter,0,10,0.0032365520019084215
imposter,7,10,0.40838906168937683
imposter,6,6,0.8399317860603333
imposter,6,10,0.058545272797346115
imposter,8,10,0.008603299036622047
imposter,9,10,0.020692193880677223
imposter,5,10,0.07160843908786774
imposter,4,10,0.01794601045548916
imposter,2,10,0.00441308319568634
imposter,1,10,0.0068354238756000996
imposter,6,10,0.0023353889118880033
imposter,0,10,0.1189715638756752
imposter,6,10,3.636610199464485e-05
imposter,5,10,0.00815267488360405
imposter,7,10,0.07781072705984116
imposter,8,10,0.0036081792786717415
imposter,8,10,0.029655497521162033
imposter,4,10,0.04848012328147888
imposter,7,7,0.5445353984832764
imposter,5,10,0.006489980034530163
imposter,6,10,0.003543084254488349
imposter,0,10,0.11460687965154648
imposter,8,8,0.6440479755401611
imposter,6,10,0.1260501891374588
imposter,3,3,0.5075603127479553
imposter,2,2,0.9243032932281494
imposter,8,10,0.31272122263908386
imposter,8,10,0.19261111319065094
imposter,5,10,0.0685785636305809
imposter,2,10,0.0035973209887742996
imposter,5,10,0.009402195923030376
imposter,9,10,0.49198031425476074
imposter,1,10,0.2732728123664856
imposter,5,10,0.013234388083219528
imposter,5,10,0.20347338914871216
imposter,2,2,0.6395983099937439
imposter,2,10,0.3790282905101776
imposter,7,10,0.13286034762859344
imposter,3,10,0.008789855055510998
imposter,9,10,0.23024408519268036
imposter,1,1,0.6168965101242065
imposter,0,10,0.034026727080345154
imposter,2,10,0.20234578847885132
imposter,1,10,0.03294764831662178
imposter,4,10,0.43457359075546265
imposter,9,10,0.014890198595821857
imposter,8,10,0.05438033863902092
imposter,3,10,0.008271663449704647
imposter,2,10,0.004023416433483362
imposter,1,10,0.00837820302695036
imposter,2,10,0.0019060069462284446
imposter,2,10,0.10098735988140106
imposter,5,5,0.5875527262687683
imposter,4,10,0.030916521325707436
imposter,7,10,0.033701665699481964
imposter,8,10,0.003643092466518283
imposter,4,4,0.6802489161491394
imposter,9,10,0.009987778961658478
imposter,5,10,0.19017714262008667
imposter,3,10,0.0038611518684774637
imposter,0,10,0.0024807436857372522
imposter,3,10,0.2203972339630127
imposter,4,10,0.05228562280535698
imposter,1,1,0.839918315410614
imposter,6,10,0.36550644040107727
imposter,1,10,0.014479183591902256
imposter,9,9,0.5366705060005188
imposter,0,10,0.1824670135974884
imposter,2,10,0.06189725548028946
imposter,9,10,0.4691654145717621
imposter,5,10,0.22262971103191376
imposter,0,10,0.00012635727762244642
imposter,3,10,0.03044964000582695
imposter,9,10,0.005110297352075577
imposter,4,10,0.24890372157096863
imposter,9,10,0.06005661189556122
imposter,8,10,0.002517934422940016
imposter,1,10,0.02298898808658123
imposter,6,10,0.1810925006866455
imposter,0,10,0.07277914136648178
imposter,0,0,0.745648980140686
imposter,5,10,0.22510527074337006
imposter,4,10,0.011114679276943207
imposter,8,10,0.017042987048625946
imposter,2,10,0.2659420669078827
imposter,1,1,0.606654703617096
imposter,2,10,0.48574209213256836
imposter,3,10,0.0223242100328207
imposter,7,10,0.0255294069647789
imposter,2,2,0.6231205463409424
imposter,6,10,0.0016228200402110815
imposter,9,10,0.3749023675918579
imposter,1,10,0.05454465001821518
imposter,7,10,0.00694259675219655
imposter,3,10,0.10601093620061874
imposter,6,10,0.013124186545610428
imposter,7,10,0.35445261001586914
imposter,3,10,0.12441841512918472
imposter,5,10,0.05330405384302139
imposter,4,10,0.027912521734833717
imposter,8,10,0.012421649880707264
imposter,7,10,0.48474693298339844
imposter,2,10,0.08708321303129196
imposter,1,1,0.6590511798858643
imposter,6,10,0.15690326690673828
imposter,9,10,0.16714204847812653
imposter,9,10,0.31865179538726807
imposter,0,10,0.2011767476797104
imposter,7,10,0.028501132503151894
imposter,5,5,0.7684597373008728
imposter,7,7,0.5618487000465393
imposter,1,10,0.021862594410777092
imposter,0,0,0.8938427567481995
imposter,4,4,0.8416122794151306
imposter,8,10,0.17596299946308136
imposter,7,10,0.01579893007874489
imposter,0,0,0.8854922652244568
imposter,9,10,0.003629641840234399
imposter,1,1,0.9784595966339111
imposter,7,10,0.0019971311558037996
imposter,5,10,0.26222479343414307
imposter,2,10,0.007193782366812229
imposter,8,8,0.9864392280578613
imposter,6,10,0.08506183326244354
imposter,6,10,0.12392748147249222
imposter,6,10,0.0016594043700024486
imposter,9,10,0.38101497292518616
imposter,4,10,0.13727858662605286
imposter,0,10,0.16679401695728302
imposter,7,10,0.02534889616072178
imposter,2,10,0.014398385770618916
imposter,3,10,0.2264864444732666
imposter,5,5,0.7477059960365295
imposter,3,10,0.0019024034263566136
imposter,8,10,0.020923467352986336
imposter,6,10,0.07668878138065338
imposter,9,10,0.3942512571811676
imposter,4,10,0.19021084904670715
imposter,1,10,0.1386738121509552
imposter,4,10,0.02875712141394615
imposter,8,10,0.22076191008090973
imposter,5,10,0.0060881092213094234
imposter,8,10,0.0889785960316658
imposter,3,3,0.8007156848907471
imposter,3,10,0.0028424360789358616
imposter,9,10,0.3005620539188385
imposter,3,10,0.005226616282016039
imposter,8,10,0.12097819894552231
imposter,1,10,0.020337890833616257
imposter,5,10,0.021878426894545555
imposter,6,10,0.2491033375263214
imposter,5,10,0.02550162561237812
imposter,9,10,0.47710371017456055
imposter,9,9,0.8379092812538147
imposter,9,10,0.3454051613807678
imposter,0,10,0.02322912961244583
imposter,3,10,0.00030359657830558717
imposter,7,10,0.005093554966151714
imposter,6,10,0.0030713186133652925
imposter,4,10,0.00035183693398721516
imposter,9,10,0.04872068762779236
imposter,7,7,0.8305137157440186
imposter,8,10,0.22554589807987213
imposter,3,10,0.0259298887103796
imposter,7,10,0.0451529435813427
imposter,7,10,0.03350524604320526
imposter,0,10,0.2350618988275528
imposter,5,10,0.05932427570223808
imposter,3,10,0.004869169555604458
imposter,4,10,0.005927638150751591
imposter,6,10,0.18029029667377472
imposter,9,10,0.23677365481853485
imposter,5,10,0.04782559722661972
imposter,5,10,0.07511616498231888
imposter,2,10,0.10186833888292313
imposter,0,10,0.06592384725809097
imposter,2,10,0.2922660708427429
imposter,3,10,0.0007667081081308424
imposter,0,10,0.01113499142229557
imposter,4,10,0.00247252662666142
imposter,6,10,0.008663412183523178
imposter,7,10,0.42594704031944275
imposter,4,10,0.05534668639302254
imposter,9,10,0.03616206720471382
imposter,5,10,0.01626911386847496
imposter,9,10,0.025147058069705963
imposter,1,10,0.004502893891185522
imposter,2,10,0.10065357387065887
imposter,9,10,0.01674690470099449
imposter,1,10,0.20492325723171234
imposter,1,10,0.11979002505540848
imposter,7,10,0.012313012033700943
imposter,4,4,0.6639808416366577
imposter,1,10,0.02379593625664711
imposter,7,10,0.4699080288410187
imposter,8,10,0.18109174072742462
imposter,6,10,0.004813776351511478
imposter,3,10,0.010541923344135284
